path,source,species,venom_label,license,width,height,dup_cluster_id,is_representative,split
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Rat Snake\Pytas-mucosus-Bob-Burgess-permissioned.jpg,github_indian_snakes,Common Rat Snake,non_venomous,,1000,380,3449,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Rat Snake\ratsnake-basking-on-forest_med_hr.jpeg,github_indian_snakes,Common Rat Snake,non_venomous,,400,266,3450,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Rat Snake\ratsnake.jpg,github_indian_snakes,Common Rat Snake,non_venomous,,450,600,3451,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Rat Snake\ratsnake3.jpg,github_indian_snakes,Common Rat Snake,non_venomous,,480,320,3452,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Rat Snake\ratsnake4734.jpg,github_indian_snakes,Common Rat Snake,non_venomous,,450,338,3453,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Rat Snake\rat_8jul07_1a.jpg,github_indian_snakes,Common Rat Snake,non_venomous,,800,536,3454,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Rat Snake\Rat_snake.jpg,github_indian_snakes,Common Rat Snake,non_venomous,,320,213,3455,False,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Rat Snake\rat_snake_800_Richmond_fs_fs.jpg,github_indian_snakes,Common Rat Snake,non_venomous,,500,335,3456,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Rat Snake\snake-rat-snake.jpg,github_indian_snakes,Common Rat Snake,non_venomous,,400,300,3457,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Rat Snake\snake-removal-athens-ga.jpg,github_indian_snakes,Common Rat Snake,non_venomous,,600,450,3458,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Rat Snake\Snake.jpg,github_indian_snakes,Common Rat Snake,non_venomous,,640,397,3459,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Rat Snake\snake020.jpg,github_indian_snakes,Common Rat Snake,non_venomous,,1000,750,3460,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Rat Snake\snake6-25-13b.jpg,github_indian_snakes,Common Rat Snake,non_venomous,,275,217,3461,False,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Rat Snake\snake_black_rat.jpg,github_indian_snakes,Common Rat Snake,non_venomous,,432,324,3462,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Rat Snake\top-ptyas-mucosa-indian-rat-snake-bottom-naja-naja-common-indian-cobra-AT1H2X.jpg,github_indian_snakes,Common Rat Snake,non_venomous,,1300,961,3463,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Rat Snake\unnamed.png,github_indian_snakes,Common Rat Snake,non_venomous,,512,339,3464,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Rat Snake\western-rat-snake-texas-ratsnake-black-rat-snake-pilot-black-snake-ebnm1g.jpg,github_indian_snakes,Common Rat Snake,non_venomous,,450,320,3465,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Rat Snake\white-bellied-rat-snake_0115.jpg,github_indian_snakes,Common Rat Snake,non_venomous,,400,300,3466,False,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\03000026807_01_f.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,1024,768,3467,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\0604.jpeg,github_indian_snakes,Common Sand Boa,non_venomous,,1024,768,3468,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\0844.jpeg,github_indian_snakes,Common Sand Boa,non_venomous,,432,288,3469,False,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\1157751.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,502,337,3470,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\1200px-Eryx_jaculus.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,1200,788,3471,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\20141005_190516.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,3264,2448,3472,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\300px-Boa.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,300,187,3473,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\3121447067_f9ce8f7a98_b.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,1024,768,3474,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\450-27504292-common-sand-boa-snake.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,450,308,3475,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\50300131.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,500,333,3476,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\71cca88c06df3d66ba9bbc5c79ec7bc7.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,800,800,3477,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\87.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,828,540,3478,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\a57b14f8130c77339a33b5f7c40a0952--beautiful-snakes-sands.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,640,479,3479,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\Arabian-sand-boa-hatching.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,650,493,3480,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\Arabian-sand-boa-head-detail.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,650,435,3481,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\Arabian-sand-boa-on-top-of-sand.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,650,435,3482,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\arabian-sand-boa-pattern.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,650,495,3483,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\Arabian-sand-boa.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,650,435,3484,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\common-sand-boa-gongylophis-conicus-non-venomous-common-BXKTGW.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,1300,956,3485,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\common-sand-boa-gongylophis-conicus-non-venomous-common-C68YX7.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,1300,956,3486,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\common-sand-boa-gongylophis-conicus-non-venomous-common-c68yx7_001.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,450,320,3487,False,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\common-sand-boa-gongylophis-conicus-non-venomous-common-c68yy3.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,640,446,3488,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\common-sand-boa-gongylophis-conicus-non-venomous-common-C68YY3_001.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,1300,956,3489,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\common-sand-boa-gongylophis-conicus-non-venomous-common-CC0C30.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,1300,960,3490,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\common-sand-boa-gongylophis-conicus-non-venomous-common-marol-andheri-b8em6g.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,300,470,3491,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\common-sand-boa-gongylophis-conicus-non-venomous-common-marol-andheri-B8EM8G.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,1300,956,3492,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\common-sand-boa-gongylophis-conicus-non-venomous-kept-in-basket-for-AT2BGJ.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,1300,935,3493,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\common-sand-boa-mumbai-india-F7NF7T.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,1300,956,3494,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\common_sand_boa_by_sippyphotography-d68ltcg.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,1024,683,3495,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\DSC_0002r_(2).jpg,github_indian_snakes,Common Sand Boa,non_venomous,,602,400,3496,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\DSC_0023r.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,602,400,3497,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\econf.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,449,240,3498,False,hardcase
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\econmfj.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,372,288,3499,False,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\ejpersic.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,400,330,3500,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\emm_m1.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,570,288,3501,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\Eryx conicus.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,320,240,3502,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\eryx_jayakari.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,700,500,3503,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\Eryx_jayakari_by_Omid_Mozaffari.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,700,446,3504,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\etatarf.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,459,288,3505,False,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\etatarm.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,447,288,3506,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\gongylophis_conicusl.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,600,400,3507,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\hqdefault.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,480,360,3508,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\ika-60455-reptiles-snake-eating-mouse-common-sand-boa-eryx-conicus-bfnr2f.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,640,446,3509,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\img2.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,601,417,3510,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\IMG_0860 copy.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,1000,740,3511,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\img_4608.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,1200,1600,3512,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\Javelin-sand-boa-dorsal-view.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,650,433,3513,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\javelin-sand-boa.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,650,411,3514,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\kenyan-sand-boa-burrowing.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,650,449,3515,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\kenyan-sand-boa-subspecies-loveridgei.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,650,433,3516,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\kenyan-sand-boa-subspecies-loveridgei_001.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,650,433,3517,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\kenyan-sand-boa.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,518,288,3518,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\kenyan.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,412,288,3519,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\Photo-0187.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,636,338,3520,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\Red sand Boa.png,github_indian_snakes,Common Sand Boa,non_venomous,,1094,882,3521,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\red-sand-boa-eryx-johnii-non-venomous-common-c690b1.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,450,320,3522,False,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\red-sand-boa-eryx-johnii-non-venomous-common-C690BE.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,1300,956,3523,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\red-sand-boa-eryx-johnii-non-venomous-common-c6915g.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,450,320,3524,False,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\red-sand-boa-eryx-johnii-non-venomous-common-saswad-maharashtra-india-G2A95R.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,1300,1064,3525,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\red-sand-boa.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,556,417,3526,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\Red_Sand_Boa_Eryx_johnii_by_Ashahar_alias_Krishna_Khan.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,1200,900,3527,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\rsf7-01.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,1600,1200,3528,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\Russells_Boa.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,568,426,3529,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\sandboa1.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,855,642,3530,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\sandboa2.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,855,642,3531,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\Sand_Boa.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,300,249,3532,False,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\snake-common-sand-boa-eryx-conicus-ET0CMG.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,1300,956,3533,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\unnamed.png,github_indian_snakes,Common Sand Boa,non_venomous,,512,257,3534,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Sand Boa\whitakers-sandboa-eryx-whitakeri-non-venomous-common-a-medium-sized-AX2GTX.jpg,github_indian_snakes,Common Sand Boa,non_venomous,,1300,960,3535,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\0431.jpeg,github_indian_snakes,Common Trinket,non_venomous,,179,128,3536,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\0582.jpeg,github_indian_snakes,Common Trinket,non_venomous,,1000,708,3537,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\0821.jpeg,github_indian_snakes,Common Trinket,non_venomous,,192,128,3538,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\1200px-Elaphe_quadrivirgata.JPG,github_indian_snakes,Common Trinket,non_venomous,,1200,1200,3539,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\14388445958.JPG,github_indian_snakes,Common Trinket,non_venomous,,600,337,3540,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\1438844596IMG_0396.JPG,github_indian_snakes,Common Trinket,non_venomous,,600,337,3541,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\1438844598IMG_0412.JPG,github_indian_snakes,Common Trinket,non_venomous,,600,337,3542,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\15021341824_55f46f452d_m.jpg,github_indian_snakes,Common Trinket,non_venomous,,240,145,3543,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\15053871203_517c7e024f_b.jpg,github_indian_snakes,Common Trinket,non_venomous,,1024,627,3544,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\15649513156_3ac7281119_b.jpg,github_indian_snakes,Common Trinket,non_venomous,,1024,581,3545,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\15673251455_665b455109_b.jpg,github_indian_snakes,Common Trinket,non_venomous,,1024,660,3546,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\1922.jpeg,github_indian_snakes,Common Trinket,non_venomous,,640,480,3547,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\2037.jpeg,github_indian_snakes,Common Trinket,non_venomous,,768,512,3548,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\23687915030_1d79eb768b.jpg,github_indian_snakes,Common Trinket,non_venomous,,500,321,3549,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\4.jpg,github_indian_snakes,Common Trinket,non_venomous,,450,336,3550,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\6123216202_563c31e3eb.jpg,github_indian_snakes,Common Trinket,non_venomous,,500,347,3551,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\7207338458_12efc7a0c8_b.jpg,github_indian_snakes,Common Trinket,non_venomous,,1024,699,3552,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\7413599378_03c9197f81.jpg,github_indian_snakes,Common Trinket,non_venomous,,500,333,3553,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\7528802344_7b2d630b51.jpg,github_indian_snakes,Common Trinket,non_venomous,,500,333,3554,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\7667965192_6ebcdd85d8_b.jpg,github_indian_snakes,Common Trinket,non_venomous,,1024,768,3555,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\85a4f893f43a26c9257f2e4ab5e42eff.jpg,github_indian_snakes,Common Trinket,non_venomous,,800,600,3556,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\Close_Up_of_A_Common_Trinket.JPG,github_indian_snakes,Common Trinket,non_venomous,,1200,800,3557,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\Coelognathus-helena-03000033350_01.jpg,github_indian_snakes,Common Trinket,non_venomous,,560,342,3558,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\common-indian-trinket-coelognathus-helena-ncbs-bangalore-india-f7n7nc.jpg,github_indian_snakes,Common Trinket,non_venomous,,450,320,3559,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\common-indian-trinket-coelognathus-helena-ncbs-bangalore-india-f7n7nw.jpg,github_indian_snakes,Common Trinket,non_venomous,,640,447,3560,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\common-indian-trinket-coelognathus-helena-ncbs-bangalore-india-f7n7pg.jpg,github_indian_snakes,Common Trinket,non_venomous,,450,320,3561,False,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\Common-Trinket-Snake-300x225.jpg,github_indian_snakes,Common Trinket,non_venomous,,300,225,3562,False,hardcase
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\common-trinket-snake-coelognathus-helena-helena-non-venomous-common-aa2k4m.jpg,github_indian_snakes,Common Trinket,non_venomous,,640,433,3563,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\common-trinket-snake-coelognathus-helena-helena-non-venomous-common-BY0Y0B.jpg,github_indian_snakes,Common Trinket,non_venomous,,1300,956,3564,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\common-trinket-snake-D4NP90.jpg,github_indian_snakes,Common Trinket,non_venomous,,1300,956,3565,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\common-trinket-snake-elaphe-helena-akfw8a.jpg,github_indian_snakes,Common Trinket,non_venomous,,450,313,3566,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\common-trinket-snake-elaphe-helena-two-individuals-a3ypkp.jpg,github_indian_snakes,Common Trinket,non_venomous,,447,320,3567,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\Common_Trinket.jpg,github_indian_snakes,Common Trinket,non_venomous,,1632,916,3568,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\common_trinket_001.jpg,github_indian_snakes,Common Trinket,non_venomous,,800,600,3569,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\common_trinket_snake_5_foot_long_approx.jpg,github_indian_snakes,Common Trinket,non_venomous,,700,355,3570,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\Copper-headed Trinket Snake.jpg,github_indian_snakes,Common Trinket,non_venomous,,259,194,3571,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\copper-headed-trinket-snake-coelognathus-radiatus-efrtgt.jpg,github_indian_snakes,Common Trinket,non_venomous,,347,540,3572,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\copper-headed-trinket-snake-coelognathus-radiatus-non-venomous-common-BN1WY8.jpg,github_indian_snakes,Common Trinket,non_venomous,,1300,960,3573,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\d2563876349b5563a3d4d98f79f4ea77.jpg,github_indian_snakes,Common Trinket,non_venomous,,2048,1070,3574,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\DSC01535-Edit0.jpg,github_indian_snakes,Common Trinket,non_venomous,,5390,3492,3575,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\dsc_0011.jpg,github_indian_snakes,Common Trinket,non_venomous,,6016,4000,3576,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\habaraliya.jpg,github_indian_snakes,Common Trinket,non_venomous,,1600,1024,3577,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\img8.jpg,github_indian_snakes,Common Trinket,non_venomous,,613,437,3578,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\IMG_0001 (1).JPG,github_indian_snakes,Common Trinket,non_venomous,,1199,1600,3579,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\IMG_0023.jpg,github_indian_snakes,Common Trinket,non_venomous,,640,426,3580,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\img_2194.jpg,github_indian_snakes,Common Trinket,non_venomous,,1600,1200,3581,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\montane-trinket-snake-coelognathus-helena-monticollaris-non-venomous-a23fcd.jpg,github_indian_snakes,Common Trinket,non_venomous,,640,440,3582,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\montane-trinket-snake-coelognathus-helena-monticollaris-non-venomous-AX0CWP.jpg,github_indian_snakes,Common Trinket,non_venomous,,1300,960,3583,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Non-Venomous\Common Trinket\orthriophis-taeniurus-striped-racer-striped-trinket-snake-non-venomous-H9EPPH.jpg,github_indian_snakes,Common Trinket,non_venomous,,1300,963,3584,True,val
